Orthogroup	acer	afen	alor	amil	apal	apoc	cjar	cnat	dcyl	dper	dspp	ffun	gasp	gfas	mcap	ofav	pcom	pdae	plob	pmea	pver	spis	ssid
OG0050751														gfas1.m1.4309.m1									
OG0050752														gfas1.m1.15031.m1									
OG0050753														gfas1.m1.22837.m1									
OG0050754														gfas1.m1.21553.m1									
OG0050755														gfas1.m1.9885.m1									
OG0050756														gfas1.m1.12057.m1									
OG0050757														gfas1.m1.4299.m1									
OG0050758														gfas1.m1.22339.m1									
OG0050759														gfas1.m1.4619.m1									
OG0050760														gfas1.m1.11095.m1									
OG0050761														gfas1.m1.19969.m1									
OG0050762														gfas1.m1.16536.m1									
OG0050763														gfas1.m1.14022.m1									
OG0050764														gfas1.m1.22664.m1									
OG0050765														gfas1.m1.9869.m1									
OG0050766														gfas1.m1.23174.m1									
OG0050767														gfas1.m1.8439.m1									
OG0050768														gfas1.m1.2029.m1									
OG0050769														gfas1.m1.14667.m1									
OG0050770														gfas1.m1.8355.m1									
OG0050771														gfas1.m1.7161.m1									
OG0050772														gfas1.m1.11319.m1									
OG0050773														gfas1.m1.23788.m1									
OG0050774														gfas1.m1.12966.m1									
OG0050775														gfas1.m1.3990.m1									
OG0050776														gfas1.m1.12342.m1									
OG0050777														gfas1.m1.10661.m1									
OG0050778														gfas1.m1.571.m1									
OG0050779														gfas1.m1.7361.m1									
OG0050780														gfas1.m1.17713.m1									
OG0050781														gfas1.m1.15454.m1									
OG0050782														gfas1.m1.21051.m1									
OG0050783														gfas1.m1.22603.m1									
OG0050784														gfas1.m1.19788.m1									
OG0050785														gfas1.m1.7334.m1									
OG0050786														gfas1.m1.878.m1									
OG0050787														gfas1.m1.23107.m1									
OG0050788														gfas1.m1.22720.m1									
OG0050789														gfas1.m1.17338.m1									
OG0050790														gfas1.m1.6605.m1									
OG0050791														gfas1.m1.22643.m1									
OG0050792														gfas1.m1.12246.m1									
OG0050793														gfas1.m1.16059.m1									
OG0050794														gfas1.m1.17265.m1									
OG0050795														gfas1.m1.23114.m1									
OG0050796														gfas1.m1.22572.m1									
OG0050797														gfas1.m1.20865.m1									
OG0050798														gfas1.m1.12696.m1									
OG0050799														gfas1.m1.6132.m1									
OG0050800														gfas1.m1.21345.m1									
OG0050801														gfas1.m1.11770.m1									
OG0050802														gfas1.m1.19988.m1									
OG0050803														gfas1.m1.3635.m1									
OG0050804														gfas1.m1.4709.m1									
OG0050805														gfas1.m1.253.m1									
OG0050806														gfas1.m1.17497.m1									
OG0050807														gfas1.m1.2570.m1									
OG0050808														gfas1.m1.18582.m1									
OG0050809														gfas1.m1.3764.m1									
OG0050810														gfas1.m1.5895.m1									
OG0050811														gfas1.m1.9337.m1									
OG0050812														gfas1.m1.23451.m1									
OG0050813														gfas1.m1.6713.m1									
OG0050814														gfas1.m1.22930.m1									
OG0050815														gfas1.m1.15851.m1									
OG0050816														gfas1.m1.10638.m1									
OG0050817														gfas1.m1.5465.m1									
OG0050818														gfas1.m1.1480.m1									
OG0050819														gfas1.m1.22841.m1									
OG0050820														gfas1.m1.13682.m1									
OG0050821														gfas1.m1.18223.m1									
OG0050822														gfas1.m1.18368.m1									
OG0050823														gfas1.m1.20925.m1									
OG0050824														gfas1.m1.10226.m1									
OG0050825														gfas1.m1.21560.m1									
OG0050826														gfas1.m1.6236.m1									
OG0050827														gfas1.m1.7659.m1									
OG0050828														gfas1.m1.302.m1									
OG0050829														gfas1.m1.8991.m1									
OG0050830														gfas1.m1.9739.m1									
OG0050831														gfas1.m1.8073.m1									
OG0050832														gfas1.m1.4622.m1									
OG0050833														gfas1.m1.23472.m1									
OG0050834														gfas1.m1.12932.m1									
OG0050835														gfas1.m1.19353.m1									
OG0050836														gfas1.m1.13515.m1									
OG0050837														gfas1.m1.16695.m1									
OG0050838														gfas1.m1.22042.m1									
OG0050839														gfas1.m1.14798.m1									
OG0050840														gfas1.m1.12692.m1									
OG0050841														gfas1.m1.20804.m1									
OG0050842														gfas1.m1.11834.m1									
OG0050843														gfas1.m1.16338.m1									
OG0050844														gfas1.m1.3754.m1									
OG0050845														gfas1.m1.2645.m1									
OG0050846														gfas1.m1.13239.m1									
OG0050847														gfas1.m1.10923.m1									
OG0050848														gfas1.m1.893.m1									
OG0050849														gfas1.m1.22778.m1									
OG0050850														gfas1.m1.18426.m1									
OG0050851														gfas1.m1.12639.m1									
OG0050852														gfas1.m1.63.m1									
OG0050853														gfas1.m1.8452.m1									
OG0050854														gfas1.m1.713.m1									
OG0050855														gfas1.m1.5558.m1									
OG0050856														gfas1.m1.14419.m1									
OG0050857														gfas1.m1.5994.m1									
OG0050858														gfas1.m1.22926.m1									
OG0050859														gfas1.m1.697.m1									
OG0050860														gfas1.m1.16890.m1									
OG0050861														gfas1.m1.9094.m1									
OG0050862														gfas1.m1.391.m1									
OG0050863														gfas1.m1.4058.m1									
OG0050864														gfas1.m1.2075.m1									
OG0050865														gfas1.m1.22226.m1									
OG0050866														gfas1.m1.5137.m1									
OG0050867														gfas1.m1.19646.m1									
OG0050868														gfas1.m1.2314.m1									
OG0050869														gfas1.m1.21731.m1									
OG0050870														gfas1.m1.13600.m1									
OG0050871														gfas1.m1.15450.m1									
OG0050872														gfas1.m1.5288.m1									
OG0050873														gfas1.m1.8560.m1									
OG0050874														gfas1.m1.13483.m1									
OG0050875														gfas1.m1.14476.m1									
OG0050876														gfas1.m1.9983.m1									
OG0050877														gfas1.m1.11714.m1									
OG0050878														gfas1.m1.22012.m1									
OG0050879														gfas1.m1.12489.m1									
OG0050880														gfas1.m1.19684.m1									
OG0050881														gfas1.m1.6052.m1									
OG0050882														gfas1.m1.7372.m1									
OG0050883														gfas1.m1.23856.m1									
OG0050884														gfas1.m1.4649.m1									
OG0050885														gfas1.m1.22437.m1									
OG0050886														gfas1.m1.14760.m1									
OG0050887														gfas1.m1.6548.m1									
OG0050888														gfas1.m1.15801.m1									
OG0050889														gfas1.m1.21113.m1									
OG0050890														gfas1.m1.9010.m1									
OG0050891														gfas1.m1.9241.m1									
OG0050892														gfas1.m1.2275.m1									
OG0050893														gfas1.m1.18087.m1									
OG0050894														gfas1.m1.21778.m1									
OG0050895														gfas1.m1.15374.m1									
OG0050896														gfas1.m1.18894.m1									
OG0050897														gfas1.m1.5193.m1									
OG0050898														gfas1.m1.8516.m1									
OG0050899														gfas1.m1.8450.m1									
OG0050900														gfas1.m1.23914.m1									
OG0050901														gfas1.m1.20054.m1									
OG0050902														gfas1.m1.6292.m1									
OG0050903														gfas1.m1.18928.m1									
OG0050904														gfas1.m1.22302.m1									
OG0050905														gfas1.m1.20760.m1									
OG0050906														gfas1.m1.5170.m1									
OG0050907														gfas1.m1.1147.m1									
OG0050908														gfas1.m1.15243.m1									
OG0050909														gfas1.m1.2601.m1									
OG0050910														gfas1.m1.5504.m1									
OG0050911														gfas1.m1.19190.m1									
OG0050912														gfas1.m1.19133.m1									
OG0050913														gfas1.m1.5223.m1									
OG0050914														gfas1.m1.14657.m1									
OG0050915														gfas1.m1.17007.m1									
OG0050916														gfas1.m1.23930.m1									
OG0050917														gfas1.m1.8935.m1									
OG0050918														gfas1.m1.4448.m1									
OG0050919														gfas1.m1.18925.m1									
OG0050920														gfas1.m1.12356.m1									
OG0050921														gfas1.m1.3674.m1									
OG0050922														gfas1.m1.17402.m1									
OG0050923														gfas1.m1.19956.m1									
OG0050924														gfas1.m1.23933.m1									
OG0050925														gfas1.m1.12850.m1									
OG0050926														gfas1.m1.11393.m1									
OG0050927														gfas1.m1.3932.m1									
OG0050928														gfas1.m1.14580.m1									
OG0050929														gfas1.m1.13574.m1									
OG0050930														gfas1.m1.3063.m1									
OG0050931														gfas1.m1.392.m1									
OG0050932														gfas1.m1.18164.m1									
OG0050933														gfas1.m1.14616.m1									
OG0050934														gfas1.m1.21034.m1									
OG0050935														gfas1.m1.9499.m1									
OG0050936														gfas1.m1.11729.m1									
OG0050937														gfas1.m1.20467.m1									
OG0050938														gfas1.m1.13159.m1									
OG0050939														gfas1.m1.2125.m1									
OG0050940														gfas1.m1.23092.m1									
OG0050941														gfas1.m1.23945.m1									
OG0050942														gfas1.m1.4094.m1									
OG0050943														gfas1.m1.11852.m1									
OG0050944														gfas1.m1.1726.m1									
OG0050945														gfas1.m1.19411.m1									
OG0050946														gfas1.m1.18314.m1									
OG0050947														gfas1.m1.13244.m1									
OG0050948														gfas1.m1.12967.m1									
OG0050949														gfas1.m1.11930.m1									
OG0050950														gfas1.m1.1948.m1									
OG0050951														gfas1.m1.9067.m1									
OG0050952														gfas1.m1.7812.m1									
OG0050953														gfas1.m1.17532.m1									
OG0050954														gfas1.m1.16071.m1									
OG0050955														gfas1.m1.19753.m1									
OG0050956														gfas1.m1.2596.m1									
OG0050957														gfas1.m1.1227.m1									
OG0050958														gfas1.m1.6391.m1									
OG0050959														gfas1.m1.1949.m1									
OG0050960														gfas1.m1.13150.m1									
OG0050961														gfas1.m1.18775.m1									
OG0050962														gfas1.m1.5102.m1									
OG0050963														gfas1.m1.3748.m1									
OG0050964														gfas1.m1.21533.m1									
OG0050965														gfas1.m1.18954.m1									
OG0050966														gfas1.m1.12524.m1									
OG0050967														gfas1.m1.23620.m1									
OG0050968														gfas1.m1.6600.m1									
OG0050969														gfas1.m1.4296.m1									
OG0050970														gfas1.m1.6350.m1									
OG0050971														gfas1.m1.15389.m1									
OG0050972														gfas1.m1.15641.m1									
OG0050973														gfas1.m1.2522.m1									
OG0050974														gfas1.m1.4648.m1									
OG0050975														gfas1.m1.23344.m1									
OG0050976														gfas1.m1.1761.m1									
OG0050977														gfas1.m1.23730.m1									
OG0050978														gfas1.m1.16321.m1									
OG0050979														gfas1.m1.2018.m1									
OG0050980														gfas1.m1.10748.m1									
OG0050981														gfas1.m1.1971.m1									
OG0050982														gfas1.m1.8818.m1									
OG0050983														gfas1.m1.6549.m1									
OG0050984														gfas1.m1.23051.m1									
OG0050985														gfas1.m1.5998.m1									
OG0050986														gfas1.m1.14569.m1									
OG0050987														gfas1.m1.15158.m1									
OG0050988														gfas1.m1.1518.m1									
OG0050989														gfas1.m1.7796.m1									
OG0050990														gfas1.m1.12422.m1									
OG0050991														gfas1.m1.16911.m1									
OG0050992														gfas1.m1.6222.m1									
OG0050993														gfas1.m1.12743.m1									
OG0050994														gfas1.m1.4923.m1									
OG0050995														gfas1.m1.8849.m1									
OG0050996														gfas1.m1.18718.m1									
OG0050997														gfas1.m1.2129.m1									
OG0050998														gfas1.m1.2319.m1									
OG0050999														gfas1.m1.3011.m1									
OG0051000														gfas1.m1.23447.m1									
OG0051001														gfas1.m1.4333.m1									
OG0051002														gfas1.m1.21204.m1									
OG0051003														gfas1.m1.152.m1									
OG0051004														gfas1.m1.8802.m1									
OG0051005														gfas1.m1.16564.m1									
OG0051006														gfas1.m1.5921.m1									
OG0051007														gfas1.m1.21539.m1									
OG0051008														gfas1.m1.11567.m1									
OG0051009														gfas1.m1.19262.m1									
OG0051010														gfas1.m1.21519.m1									
OG0051011														gfas1.m1.18008.m1									
OG0051012														gfas1.m1.11154.m1									
OG0051013														gfas1.m1.21991.m1									
OG0051014														gfas1.m1.16011.m1									
OG0051015														gfas1.m1.19870.m1									
OG0051016														gfas1.m1.22853.m1									
OG0051017														gfas1.m1.10013.m1									
OG0051018														gfas1.m1.13726.m1									
OG0051019														gfas1.m1.16096.m1									
OG0051020														gfas1.m1.18746.m1									
OG0051021														gfas1.m1.22398.m1									
OG0051022														gfas1.m1.19153.m1									
OG0051023														gfas1.m1.21212.m1									
OG0051024														gfas1.m1.23391.m1									
OG0051025														gfas1.m1.23882.m1									
OG0051026														gfas1.m1.22469.m1									
OG0051027														gfas1.m1.22011.m1									
OG0051028														gfas1.m1.23145.m1									
OG0051029														gfas1.m1.9523.m1									
OG0051030														gfas1.m1.22138.m1									
OG0051031														gfas1.m1.7442.m1									
OG0051032														gfas1.m1.11562.m1									
OG0051033														gfas1.m1.4900.m1									
OG0051034														gfas1.m1.23405.m1									
OG0051035														gfas1.m1.20820.m1									
OG0051036														gfas1.m1.10161.m1									
OG0051037														gfas1.m1.16210.m1									
OG0051038														gfas1.m1.19533.m1									
OG0051039														gfas1.m1.21661.m1									
OG0051040														gfas1.m1.21214.m1									
OG0051041														gfas1.m1.3550.m1									
OG0051042														gfas1.m1.19300.m1									
OG0051043														gfas1.m1.11272.m1									
OG0051044														gfas1.m1.22030.m1									
OG0051045														gfas1.m1.23834.m1									
OG0051046														gfas1.m1.8477.m1									
OG0051047														gfas1.m1.1751.m1									
OG0051048														gfas1.m1.2310.m1									
OG0051049														gfas1.m1.11424.m1									
OG0051050														gfas1.m1.15557.m1									
OG0051051														gfas1.m1.19359.m1									
OG0051052														gfas1.m1.8484.m1									
OG0051053														gfas1.m1.22276.m1									
OG0051054														gfas1.m1.2276.m1									
OG0051055														gfas1.m1.10977.m1									
OG0051056														gfas1.m1.9230.m1									
OG0051057														gfas1.m1.7494.m1									
OG0051058														gfas1.m1.15277.m1									
OG0051059														gfas1.m1.12952.m1									
OG0051060															Montipora_capitata_HIv3___RNAseq.g37168.t1								
OG0051061															Montipora_capitata_HIv3___TS.g29723.t1								
OG0051062															Montipora_capitata_HIv3___TS.g29730.t1								
OG0051063															Montipora_capitata_HIv3___RNAseq.g37223.t1b								
OG0051064															Montipora_capitata_HIv3___RNAseq.g37224.t1								
OG0051065															Montipora_capitata_HIv3___TS.g29777.t1								
OG0051066															Montipora_capitata_HIv3___RNAseq.g37261.t1								
OG0051067															Montipora_capitata_HIv3___RNAseq.g37278.t1								
OG0051068															Montipora_capitata_HIv3___RNAseq.g37291.t1								
OG0051069															Montipora_capitata_HIv3___RNAseq.g37302.t1								
OG0051070															Montipora_capitata_HIv3___RNAseq.g37305.t1								
OG0051071															Montipora_capitata_HIv3___RNAseq.g37317.t1								
OG0051072															Montipora_capitata_HIv3___RNAseq.g37327.t1								
OG0051073															Montipora_capitata_HIv3___TS.g29853.t1								
OG0051074															Montipora_capitata_HIv3___RNAseq.g37335.t1								
OG0051075															Montipora_capitata_HIv3___RNAseq.g37336.t1								
OG0051076															Montipora_capitata_HIv3___RNAseq.g37368.t1								
OG0051077															Montipora_capitata_HIv3___RNAseq.g37400.t1								
OG0051078															Montipora_capitata_HIv3___RNAseq.g37401.t1								
OG0051079															Montipora_capitata_HIv3___RNAseq.g37424.t1								
OG0051080															Montipora_capitata_HIv3___RNAseq.g37431.t1								
OG0051081															Montipora_capitata_HIv3___RNAseq.g37440.t1								
OG0051082															Montipora_capitata_HIv3___RNAseq.g37447.t1								
OG0051083															Montipora_capitata_HIv3___TS.g29976.t1								
OG0051084															Montipora_capitata_HIv3___TS.g29986.t1								
OG0051085															Montipora_capitata_HIv3___TS.g29990.t1								
OG0051086															Montipora_capitata_HIv3___RNAseq.g37486.t1								
OG0051087															Montipora_capitata_HIv3___TS.g30000.t1								
OG0051088															Montipora_capitata_HIv3___TS.g30002.t1								
OG0051089															Montipora_capitata_HIv3___TS.g30005.t1								
OG0051090															Montipora_capitata_HIv3___TS.g30017.t1								
OG0051091															Montipora_capitata_HIv3___RNAseq.g37519.t1								
OG0051092															Montipora_capitata_HIv3___RNAseq.g37530.t1								
OG0051093															Montipora_capitata_HIv3___RNAseq.g37562.t1								
OG0051094															Montipora_capitata_HIv3___RNAseq.g37591.t1								
OG0051095															Montipora_capitata_HIv3___TS.g30103.t1								
OG0051096															Montipora_capitata_HIv3___TS.g30110.t1								
OG0051097															Montipora_capitata_HIv3___RNAseq.g37648.t1								
OG0051098															Montipora_capitata_HIv3___RNAseq.g37651.t1								
OG0051099															Montipora_capitata_HIv3___TS.g30182.t1								
OG0051100															Montipora_capitata_HIv3___RNAseq.g37711.t1								
OG0051101															Montipora_capitata_HIv3___TS.g30276.t1								
OG0051102															Montipora_capitata_HIv3___RNAseq.g37861.t1								
OG0051103															Montipora_capitata_HIv3___TS.g30366.t1								
OG0051104															Montipora_capitata_HIv3___RNAseq.g37941.t1								
OG0051105															Montipora_capitata_HIv3___RNAseq.g37946.t1								
OG0051106															Montipora_capitata_HIv3___RNAseq.g37959.t1								
OG0051107															Montipora_capitata_HIv3___RNAseq.g38102.t1								
OG0051108															Montipora_capitata_HIv3___RNAseq.g38132.t1								
OG0051109															Montipora_capitata_HIv3___RNAseq.g38136.t1								
OG0051110															Montipora_capitata_HIv3___TS.g30653.t1								
OG0051111															Montipora_capitata_HIv3___RNAseq.g38163.t1								
OG0051112															Montipora_capitata_HIv3___RNAseq.g38195.t1								
OG0051113															Montipora_capitata_HIv3___RNAseq.g38199.t1								
OG0051114															Montipora_capitata_HIv3___RNAseq.g38315.t1								
OG0051115															Montipora_capitata_HIv3___RNAseq.g38328.t1								
OG0051116															Montipora_capitata_HIv3___RNAseq.g38352.t1								
OG0051117															Montipora_capitata_HIv3___TS.g30856.t1								
OG0051118															Montipora_capitata_HIv3___RNAseq.g38368.t1								
OG0051119															Montipora_capitata_HIv3___RNAseq.g38426.t1								
OG0051120															Montipora_capitata_HIv3___RNAseq.g38428.t1								
OG0051121															Montipora_capitata_HIv3___RNAseq.g38429.t1								
OG0051122															Montipora_capitata_HIv3___TS.g30944.t1								
OG0051123															Montipora_capitata_HIv3___RNAseq.g38454.t1								
OG0051124															Montipora_capitata_HIv3___RNAseq.g38459.t1								
OG0051125															Montipora_capitata_HIv3___RNAseq.g38520.t1								
OG0051126															Montipora_capitata_HIv3___RNAseq.g38543.t1								
OG0051127															Montipora_capitata_HIv3___RNAseq.g38572.t1								
OG0051128															Montipora_capitata_HIv3___TS.g31097.t1								
OG0051129															Montipora_capitata_HIv3___RNAseq.g38644.t1								
OG0051130															Montipora_capitata_HIv3___RNAseq.g38645.t1								
OG0051131															Montipora_capitata_HIv3___RNAseq.g38696.t1								
OG0051132															Montipora_capitata_HIv3___TS.g31247.t2b								
OG0051133															Montipora_capitata_HIv3___TS.g31284.t1								
OG0051134															Montipora_capitata_HIv3___RNAseq.g38772.t1								
OG0051135															Montipora_capitata_HIv3___TS.g31290.t1								
OG0051136															Montipora_capitata_HIv3___RNAseq.g38796.t1								
OG0051137															Montipora_capitata_HIv3___RNAseq.g38843.t1								
OG0051138															Montipora_capitata_HIv3___RNAseq.g38849.t1								
OG0051139															Montipora_capitata_HIv3___RNAseq.g38864.t1								
OG0051140															Montipora_capitata_HIv3___TS.g31467.t1								
OG0051141															Montipora_capitata_HIv3___RNAseq.g39034.t1								
OG0051142															Montipora_capitata_HIv3___TS.g31554.t1								
OG0051143															Montipora_capitata_HIv3___RNAseq.g39038.t1								
OG0051144															Montipora_capitata_HIv3___TS.g31622.t1								
OG0051145															Montipora_capitata_HIv3___RNAseq.g39175.t1								
OG0051146															Montipora_capitata_HIv3___TS.g31754.t1								
OG0051147															Montipora_capitata_HIv3___RNAseq.g39298.t1								
OG0051148															Montipora_capitata_HIv3___RNAseq.g39302.t1								
OG0051149															Montipora_capitata_HIv3___RNAseq.g39340.t1								
OG0051150															Montipora_capitata_HIv3___RNAseq.g39380.t1								
OG0051151															Montipora_capitata_HIv3___RNAseq.g39398.t1								
OG0051152															Montipora_capitata_HIv3___RNAseq.g39401.t1								
OG0051153															Montipora_capitata_HIv3___TS.g31921.t1								
OG0051154															Montipora_capitata_HIv3___RNAseq.g39458.t1								
OG0051155															Montipora_capitata_HIv3___RNAseq.g39465.t1								
OG0051156															Montipora_capitata_HIv3___RNAseq.g39472.t1								
OG0051157															Montipora_capitata_HIv3___RNAseq.g39487.t1								
OG0051158															Montipora_capitata_HIv3___RNAseq.g39490.t1								
OG0051159															Montipora_capitata_HIv3___TS.g32029.t1								
OG0051160															Montipora_capitata_HIv3___RNAseq.g39520.t1								
OG0051161															Montipora_capitata_HIv3___TS.g32058.t1								
OG0051162															Montipora_capitata_HIv3___TS.g32062.t1								
OG0051163															Montipora_capitata_HIv3___TS.g32072.t1								
OG0051164															Montipora_capitata_HIv3___TS.g32073.t1								
OG0051165															Montipora_capitata_HIv3___RNAseq.g39555.t1								
OG0051166															Montipora_capitata_HIv3___RNAseq.g39581.t1								
OG0051167															Montipora_capitata_HIv3___TS.g32128.t1								
OG0051168															Montipora_capitata_HIv3___RNAseq.g39610.t1								
OG0051169															Montipora_capitata_HIv3___TS.g32174.t1								
OG0051170															Montipora_capitata_HIv3___RNAseq.g39691.t1								
OG0051171															Montipora_capitata_HIv3___TS.g32233.t1								
OG0051172															Montipora_capitata_HIv3___RNAseq.g39727.t1								
OG0051173															Montipora_capitata_HIv3___RNAseq.g39762.t1								
OG0051174															Montipora_capitata_HIv3___RNAseq.g39766.t1								
OG0051175															Montipora_capitata_HIv3___TS.g32344.t3								
OG0051176															Montipora_capitata_HIv3___TS.g32500.t1								
OG0051177															Montipora_capitata_HIv3___TS.g32591.t1								
OG0051178															Montipora_capitata_HIv3___TS.g32604.t1								
OG0051179															Montipora_capitata_HIv3___RNAseq.g19068.t1								
OG0051180															Montipora_capitata_HIv3___TS.g32618.t1								
OG0051181															Montipora_capitata_HIv3___TS.g32698.t1								
OG0051182															Montipora_capitata_HIv3___TS.g32705.t1								
OG0051183															Montipora_capitata_HIv3___RNAseq.g19181.t1								
OG0051184															Montipora_capitata_HIv3___TS.g32764.t1								
OG0051185															Montipora_capitata_HIv3___RNAseq.g19220.t1								
OG0051186															Montipora_capitata_HIv3___RNAseq.g19253.t1								
OG0051187															Montipora_capitata_HIv3___RNAseq.g19260.t1								
OG0051188															Montipora_capitata_HIv3___RNAseq.g19265.t1								
OG0051189															Montipora_capitata_HIv3___RNAseq.g19269.t1								
OG0051190															Montipora_capitata_HIv3___RNAseq.g19299.t1								
OG0051191															Montipora_capitata_HIv3___TS.g32940.t1								
OG0051192															Montipora_capitata_HIv3___RNAseq.g19396.t1								
OG0051193															Montipora_capitata_HIv3___RNAseq.g19398.t1								
OG0051194															Montipora_capitata_HIv3___TS.g32986.t1								
OG0051195															Montipora_capitata_HIv3___RNAseq.g19431.t1								
OG0051196															Montipora_capitata_HIv3___TS.g32997.t1								
OG0051197															Montipora_capitata_HIv3___TS.g33001.t1								
OG0051198															Montipora_capitata_HIv3___RNAseq.g19454.t1								
OG0051199															Montipora_capitata_HIv3___RNAseq.g19475.t1								
OG0051200															Montipora_capitata_HIv3___RNAseq.g19490.t1								
OG0051201															Montipora_capitata_HIv3___RNAseq.g19524.t1								
OG0051202															Montipora_capitata_HIv3___TS.g33118.t1								
OG0051203															Montipora_capitata_HIv3___TS.g33130.t1								
OG0051204															Montipora_capitata_HIv3___TS.g33167.t1								
OG0051205															Montipora_capitata_HIv3___RNAseq.g19616.t1								
OG0051206															Montipora_capitata_HIv3___RNAseq.g19627.t1								
OG0051207															Montipora_capitata_HIv3___RNAseq.g19659.t1								
OG0051208															Montipora_capitata_HIv3___RNAseq.g19714.t1								
OG0051209															Montipora_capitata_HIv3___TS.g33301.t1								
OG0051210															Montipora_capitata_HIv3___RNAseq.g19762.t1								
OG0051211															Montipora_capitata_HIv3___TS.g33372.t1								
OG0051212															Montipora_capitata_HIv3___TS.g33400.t1								
OG0051213															Montipora_capitata_HIv3___RNAseq.g19845.t1								
OG0051214															Montipora_capitata_HIv3___TS.g33418.t1								
OG0051215															Montipora_capitata_HIv3___RNAseq.g19893.t1								
OG0051216															Montipora_capitata_HIv3___TS.g33495.t1								
OG0051217															Montipora_capitata_HIv3___RNAseq.g19935.t1								
OG0051218															Montipora_capitata_HIv3___RNAseq.g19959.t1								
OG0051219															Montipora_capitata_HIv3___RNAseq.g19966.t1								
OG0051220															Montipora_capitata_HIv3___RNAseq.g19976.t1								
OG0051221															Montipora_capitata_HIv3___RNAseq.g20024.t1								
OG0051222															Montipora_capitata_HIv3___RNAseq.g20029.t1								
OG0051223															Montipora_capitata_HIv3___TS.g33594.t1								
OG0051224															Montipora_capitata_HIv3___RNAseq.g20038.t1								
OG0051225															Montipora_capitata_HIv3___TS.g33630.t1								
OG0051226															Montipora_capitata_HIv3___TS.g33648.t1								
OG0051227															Montipora_capitata_HIv3___TS.g33658.t1								
OG0051228															Montipora_capitata_HIv3___RNAseq.g20098.t2b								
OG0051229															Montipora_capitata_HIv3___TS.g33689.t1								
OG0051230															Montipora_capitata_HIv3___RNAseq.g20138.t1								
OG0051231															Montipora_capitata_HIv3___RNAseq.g20159.t1								
OG0051232															Montipora_capitata_HIv3___RNAseq.g20215.t1								
OG0051233															Montipora_capitata_HIv3___TS.g33960.t1								
OG0051234															Montipora_capitata_HIv3___RNAseq.g20392.t1								
OG0051235															Montipora_capitata_HIv3___RNAseq.g20413.t1								
OG0051236															Montipora_capitata_HIv3___RNAseq.g20420.t1								
OG0051237															Montipora_capitata_HIv3___RNAseq.g20422.t1								
OG0051238															Montipora_capitata_HIv3___RNAseq.g20484.t1								
OG0051239															Montipora_capitata_HIv3___RNAseq.g20491.t1								
OG0051240															Montipora_capitata_HIv3___RNAseq.g20501.t1								
OG0051241															Montipora_capitata_HIv3___TS.g34073.t1								
OG0051242															Montipora_capitata_HIv3___RNAseq.g20539.t1								
OG0051243															Montipora_capitata_HIv3___RNAseq.g20583.t1								
OG0051244															Montipora_capitata_HIv3___RNAseq.g20588.t1								
OG0051245															Montipora_capitata_HIv3___RNAseq.g20625.t1								
OG0051246															Montipora_capitata_HIv3___RNAseq.g20722.t1								
OG0051247															Montipora_capitata_HIv3___TS.g34293.t1								
OG0051248															Montipora_capitata_HIv3___RNAseq.g20736.t1								
OG0051249															Montipora_capitata_HIv3___RNAseq.g20828.t1								
OG0051250															Montipora_capitata_HIv3___TS.g34399.t1								
OG0051251															Montipora_capitata_HIv3___RNAseq.g20841.t1								
OG0051252															Montipora_capitata_HIv3___RNAseq.g20849.t1								
OG0051253															Montipora_capitata_HIv3___RNAseq.g20850.t1								
OG0051254															Montipora_capitata_HIv3___RNAseq.g20888.t1								
OG0051255															Montipora_capitata_HIv3___RNAseq.g20908.t1								
OG0051256															Montipora_capitata_HIv3___TS.g34621.t1								
OG0051257															Montipora_capitata_HIv3___TS.g34634.t1								
OG0051258															Montipora_capitata_HIv3___TS.g34682.t1								
OG0051259															Montipora_capitata_HIv3___RNAseq.g21164.t1								
OG0051260															Montipora_capitata_HIv3___RNAseq.g21179.t1								
OG0051261															Montipora_capitata_HIv3___RNAseq.g21180.t1								
OG0051262															Montipora_capitata_HIv3___TS.g34756.t1								
OG0051263															Montipora_capitata_HIv3___RNAseq.g21269.t2								
OG0051264															Montipora_capitata_HIv3___TS.g34876.t1								
OG0051265															Montipora_capitata_HIv3___TS.g34882.t1								
OG0051266															Montipora_capitata_HIv3___TS.g34883.t1								
OG0051267															Montipora_capitata_HIv3___TS.g34909.t1								
OG0051268															Montipora_capitata_HIv3___RNAseq.g21355.t1								
OG0051269															Montipora_capitata_HIv3___RNAseq.g21424.t1								
OG0051270															Montipora_capitata_HIv3___RNAseq.g21455.t1								
OG0051271															Montipora_capitata_HIv3___RNAseq.g21481.t1								
OG0051272															Montipora_capitata_HIv3___RNAseq.g21483.t1								
OG0051273															Montipora_capitata_HIv3___RNAseq.g21484.t1								
OG0051274															Montipora_capitata_HIv3___RNAseq.g21493.t1								
OG0051275															Montipora_capitata_HIv3___RNAseq.g21517.t1								
OG0051276															Montipora_capitata_HIv3___RNAseq.g21595.t1								
OG0051277															Montipora_capitata_HIv3___RNAseq.g21598.t1								
OG0051278															Montipora_capitata_HIv3___RNAseq.g21610.t1								
OG0051279															Montipora_capitata_HIv3___RNAseq.g21646.t1								
OG0051280															Montipora_capitata_HIv3___RNAseq.g21678.t1								
OG0051281															Montipora_capitata_HIv3___RNAseq.g21897.t1								
OG0051282															Montipora_capitata_HIv3___RNAseq.g22018.t1								
OG0051283															Montipora_capitata_HIv3___RNAseq.g22019.t1								
